BIOGUIDE_ID,OFFICE,PROGRAM,CATEGORY,YTD,AMOUNT,YEAR,QUARTER
S001176,2021 HON. STEVE SCALISE,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,196,196,2021,1
S001176,2021 HON. STEVE SCALISE,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,16559,16559,2021,1
S001176,2021 HON. STEVE SCALISE,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1207.54,1207.54,2021,1
S001176,2021 HON. STEVE SCALISE,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,588,588,2021,1
S001176,2021 HON. STEVE SCALISE,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,272696.49,272696.49,2021,1
S001176,2021 HON. STEVE SCALISE,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,272696.49,272696.49,2021,1
S001176,2021 HON. STEVE SCALISE,INTERN ALLOWANCES,PERSONNEL COMPENSATION,7526.64,7526.64,2021,1
S001176,2021 HON. STEVE SCALISE,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,7526.64,7526.64,2021,1
S001176,2021 HON. STEVE SCALISE,INTERN ALLOWANCES,OFFICE TOTALS:,7526.64,7526.64,2021,1
S001205,2021 HON. MARY GAY SCANLON,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,20.3,20.3,2021,1
S001205,2021 HON. MARY GAY SCANLON,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,258120.5,258120.5,2021,1
S001205,2021 HON. MARY GAY SCANLON,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,797.31,797.31,2021,1
S001205,2021 HON. MARY GAY SCANLON,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,28969.02,28969.02,2021,1
S001205,2021 HON. MARY GAY SCANLON,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,165,165,2021,1
S001205,2021 HON. MARY GAY SCANLON,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,11170,11170,2021,1
S001205,2021 HON. MARY GAY SCANLON,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,5128.25,5128.25,2021,1
S001205,2021 HON. MARY GAY SCANLON,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,7831.95,7831.95,2021,1
S001205,2021 HON. MARY GAY SCANLON,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,312202.33,312202.33,2021,1
S001205,2021 HON. MARY GAY SCANLON,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,312202.33,312202.33,2021,1
S001205,2021 HON. MARY GAY SCANLON,INTERN ALLOWANCES,PERSONNEL COMPENSATION,3000,3000,2021,1
S001205,2021 HON. MARY GAY SCANLON,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,3000,3000,2021,1
S001205,2021 HON. MARY GAY SCANLON,INTERN ALLOWANCES,OFFICE TOTALS:,3000,3000,2021,1
S001145,2021 HON. JANICE D. SCHAKOWSKY,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,3.57,3.57,2021,1
S001145,2021 HON. JANICE D. SCHAKOWSKY,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,286833.35,286833.35,2021,1
S001145,2021 HON. JANICE D. SCHAKOWSKY,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,1247.16,1247.16,2021,1
S001145,2021 HON. JANICE D. SCHAKOWSKY,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,18774.93,18774.93,2021,1
S001145,2021 HON. JANICE D. SCHAKOWSKY,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,430,430,2021,1
S001145,2021 HON. JANICE D. SCHAKOWSKY,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,13318.97,13318.97,2021,1
S001145,2021 HON. JANICE D. SCHAKOWSKY,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1714.48,1714.48,2021,1
S001145,2021 HON. JANICE D. SCHAKOWSKY,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,4549.94,4549.94,2021,1
S001145,2021 HON. JANICE D. SCHAKOWSKY,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,326872.4,326872.4,2021,1
S001145,2021 HON. JANICE D. SCHAKOWSKY,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,326872.4,326872.4,2021,1
S001150,2021 HON. ADAM B. SCHIFF,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,-93.52,-93.52,2021,1
S001150,2021 HON. ADAM B. SCHIFF,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,264309.5,264309.5,2021,1
S001150,2021 HON. ADAM B. SCHIFF,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,1991.94,1991.94,2021,1
S001150,2021 HON. ADAM B. SCHIFF,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,38760.97,38760.97,2021,1
S001150,2021 HON. ADAM B. SCHIFF,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,1280.72,1280.72,2021,1
S001150,2021 HON. ADAM B. SCHIFF,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,12554,12554,2021,1
S001150,2021 HON. ADAM B. SCHIFF,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1183.54,1183.54,2021,1
S001150,2021 HON. ADAM B. SCHIFF,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,1824,1824,2021,1
S001150,2021 HON. ADAM B. SCHIFF,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,321811.15,321811.15,2021,1
S001150,2021 HON. ADAM B. SCHIFF,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,321811.15,321811.15,2021,1
S001150,2021 HON. ADAM B. SCHIFF,INTERN ALLOWANCES,PERSONNEL COMPENSATION,4160,4160,2021,1
S001150,2021 HON. ADAM B. SCHIFF,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,4160,4160,2021,1
S001150,2021 HON. ADAM B. SCHIFF,INTERN ALLOWANCES,OFFICE TOTALS:,4160,4160,2021,1
S001190,2021 HON. BRADLEY SCOTT SCHNEIDER,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,62.65,62.65,2021,1
S001190,2021 HON. BRADLEY SCOTT SCHNEIDER,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,245937.55,245937.55,2021,1
S001190,2021 HON. BRADLEY SCOTT SCHNEIDER,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,1383.47,1383.47,2021,1
S001190,2021 HON. BRADLEY SCOTT SCHNEIDER,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,21744.28,21744.28,2021,1
S001190,2021 HON. BRADLEY SCOTT SCHNEIDER,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,7170,7170,2021,1
S001190,2021 HON. BRADLEY SCOTT SCHNEIDER,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,21946.96,21946.96,2021,1
S001190,2021 HON. BRADLEY SCOTT SCHNEIDER,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,532.08,532.08,2021,1
S001190,2021 HON. BRADLEY SCOTT SCHNEIDER,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,298776.99,298776.99,2021,1
S001190,2021 HON. BRADLEY SCOTT SCHNEIDER,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,298776.99,298776.99,2021,1
S001190,2021 HON. BRADLEY SCOTT SCHNEIDER,INTERN ALLOWANCES,PERSONNEL COMPENSATION,5571.45,5571.45,2021,1
S001190,2021 HON. BRADLEY SCOTT SCHNEIDER,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,5571.45,5571.45,2021,1
S001190,2021 HON. BRADLEY SCOTT SCHNEIDER,INTERN ALLOWANCES,OFFICE TOTALS:,5571.45,5571.45,2021,1
S001180,2021 HON. KURT SCHRADER,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,141.54,141.54,2021,1
S001180,2021 HON. KURT SCHRADER,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,241896.95,241896.95,2021,1
S001180,2021 HON. KURT SCHRADER,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,2069.36,2069.36,2021,1
S001180,2021 HON. KURT SCHRADER,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,20441.23,20441.23,2021,1
S001180,2021 HON. KURT SCHRADER,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,1338,1338,2021,1
S001180,2021 HON. KURT SCHRADER,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,7909,7909,2021,1
S001180,2021 HON. KURT SCHRADER,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,430.89,430.89,2021,1
S001180,2021 HON. KURT SCHRADER,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,562.14,562.14,2021,1
S001180,2021 HON. KURT SCHRADER,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,274789.11,274789.11,2021,1
S001180,2021 HON. KURT SCHRADER,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,274789.11,274789.11,2021,1
S001180,2021 HON. KURT SCHRADER,INTERN ALLOWANCES,PERSONNEL COMPENSATION,4735.5,4735.5,2021,1
S001180,2021 HON. KURT SCHRADER,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,4735.5,4735.5,2021,1
S001180,2021 HON. KURT SCHRADER,INTERN ALLOWANCES,OFFICE TOTALS:,4735.5,4735.5,2021,1
S001216,2021 HON. KIM SCHRIER,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,-59.42,-59.42,2021,1
S001216,2021 HON. KIM SCHRIER,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,223372.21,223372.21,2021,1
S001216,2021 HON. KIM SCHRIER,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,294.92,294.92,2021,1
S001216,2021 HON. KIM SCHRIER,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,27268.42,27268.42,2021,1
S001216,2021 HON. KIM SCHRIER,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,647,647,2021,1
S001216,2021 HON. KIM SCHRIER,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,11385,11385,2021,1
S001216,2021 HON. KIM SCHRIER,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1185.67,1185.67,2021,1
S001216,2021 HON. KIM SCHRIER,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,487.6,487.6,2021,1
S001216,2021 HON. KIM SCHRIER,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,264581.4,264581.4,2021,1
S001216,2021 HON. KIM SCHRIER,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,264581.4,264581.4,2021,1
S001216,2021 HON. KIM SCHRIER,INTERN ALLOWANCES,PERSONNEL COMPENSATION,10813.34,10813.34,2021,1
S001216,2021 HON. KIM SCHRIER,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,10813.34,10813.34,2021,1
S001216,2021 HON. KIM SCHRIER,INTERN ALLOWANCES,OFFICE TOTALS:,10813.34,10813.34,2021,1
S001183,2021 HON. DAVID SCHWEIKERT,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,-122.2,-122.2,2021,1
S001183,2021 HON. DAVID SCHWEIKERT,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,246245.49,246245.49,2021,1
S001183,2021 HON. DAVID SCHWEIKERT,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,6243.73,6243.73,2021,1
S001183,2021 HON. DAVID SCHWEIKERT,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,32536.51,32536.51,2021,1
S001183,2021 HON. DAVID SCHWEIKERT,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,10425,10425,2021,1
S001183,2021 HON. DAVID SCHWEIKERT,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,7195.57,7195.57,2021,1
S001183,2021 HON. DAVID SCHWEIKERT,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,4445.36,4445.36,2021,1
S001183,2021 HON. DAVID SCHWEIKERT,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,306969.46,306969.46,2021,1
S001183,2021 HON. DAVID SCHWEIKERT,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,306969.46,306969.46,2021,1
S001183,2021 HON. DAVID SCHWEIKERT,INTERN ALLOWANCES,PERSONNEL COMPENSATION,1700,1700,2021,1
S001183,2021 HON. DAVID SCHWEIKERT,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,1700,1700,2021,1
S001183,2021 HON. DAVID SCHWEIKERT,INTERN ALLOWANCES,OFFICE TOTALS:,1700,1700,2021,1
S001189,2021 HON. AUSTIN SCOTT,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,73.78,73.78,2021,1
S001189,2021 HON. AUSTIN SCOTT,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,241071.34,241071.34,2021,1
S001189,2021 HON. AUSTIN SCOTT,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,8287.84,8287.84,2021,1
S001189,2021 HON. AUSTIN SCOTT,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,16635.27,16635.27,2021,1
S001189,2021 HON. AUSTIN SCOTT,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,542,542,2021,1
S001189,2021 HON. AUSTIN SCOTT,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,18555.66,18555.66,2021,1
S001189,2021 HON. AUSTIN SCOTT,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,6281.62,6281.62,2021,1
S001189,2021 HON. AUSTIN SCOTT,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,1038,1038,2021,1
S001189,2021 HON. AUSTIN SCOTT,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,292485.51,292485.51,2021,1
S001189,2021 HON. AUSTIN SCOTT,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,292485.51,292485.51,2021,1
S001189,2021 HON. AUSTIN SCOTT,INTERN ALLOWANCES,PERSONNEL COMPENSATION,5078.41,5078.41,2021,1
S001189,2021 HON. AUSTIN SCOTT,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,5078.41,5078.41,2021,1
S001189,2021 HON. AUSTIN SCOTT,INTERN ALLOWANCES,OFFICE TOTALS:,5078.41,5078.41,2021,1
S001157,2021 HON. DAVID SCOTT,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,-86.35,-86.35,2021,1
S001157,2021 HON. DAVID SCOTT,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,182441.14,182441.14,2021,1
S001157,2021 HON. DAVID SCOTT,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,6473.02,6473.02,2021,1
S001157,2021 HON. DAVID SCOTT,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,37418.1,37418.1,2021,1
S001157,2021 HON. DAVID SCOTT,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,415.18,415.18,2021,1
S001157,2021 HON. DAVID SCOTT,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,12115,12115,2021,1
S001157,2021 HON. DAVID SCOTT,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3405.31,3405.31,2021,1
S001157,2021 HON. DAVID SCOTT,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,628.93,628.93,2021,1
S001157,2021 HON. DAVID SCOTT,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,242810.33,242810.33,2021,1
S001157,2021 HON. DAVID SCOTT,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,242810.33,242810.33,2021,1
S000185,"2021 HON. ROBERT C. ""BOBBY"" SCOTT",OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,-41.25,-41.25,2021,1
S000185,"2021 HON. ROBERT C. ""BOBBY"" SCOTT",OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,267740.73,267740.73,2021,1
S000185,"2021 HON. ROBERT C. ""BOBBY"" SCOTT",OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,18902.03,18902.03,2021,1
S000185,"2021 HON. ROBERT C. ""BOBBY"" SCOTT",OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,6723,6723,2021,1
S000185,"2021 HON. ROBERT C. ""BOBBY"" SCOTT",OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1770.28,1770.28,2021,1
S000185,"2021 HON. ROBERT C. ""BOBBY"" SCOTT",OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,4810,4810,2021,1
S000185,"2021 HON. ROBERT C. ""BOBBY"" SCOTT",OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,299904.79,299904.79,2021,1
S000185,"2021 HON. ROBERT C. ""BOBBY"" SCOTT",OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,299904.79,299904.79,2021,1
S000185,"2021 HON. ROBERT C. ""BOBBY"" SCOTT",INTERN ALLOWANCES,PERSONNEL COMPENSATION,2842,2842,2021,1
S000185,"2021 HON. ROBERT C. ""BOBBY"" SCOTT",INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,2842,2842,2021,1
S000185,"2021 HON. ROBERT C. ""BOBBY"" SCOTT",INTERN ALLOWANCES,OFFICE TOTALS:,2842,2842,2021,1
S000250,2021 HON. PETE SESSIONS,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,-33.75,-33.75,2021,1
S000250,2021 HON. PETE SESSIONS,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,261043.68,261043.68,2021,1
S000250,2021 HON. PETE SESSIONS,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,10255.74,10255.74,2021,1
S000250,2021 HON. PETE SESSIONS,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,28429.37,28429.37,2021,1
S000250,2021 HON. PETE SESSIONS,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,1561,1561,2021,1
S000250,2021 HON. PETE SESSIONS,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,10725,10725,2021,1
S000250,2021 HON. PETE SESSIONS,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,27573.41,27573.41,2021,1
S000250,2021 HON. PETE SESSIONS,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,655.8,655.8,2021,1
S000250,2021 HON. PETE SESSIONS,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,340210.25,340210.25,2021,1
S000250,2021 HON. PETE SESSIONS,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,340210.25,340210.25,2021,1
S000250,2021 HON. PETE SESSIONS,INTERN ALLOWANCES,PERSONNEL COMPENSATION,3200,3200,2021,1
S000250,2021 HON. PETE SESSIONS,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,3200,3200,2021,1
S000250,2021 HON. PETE SESSIONS,INTERN ALLOWANCES,OFFICE TOTALS:,3200,3200,2021,1
S001185,2021 HON. TERRI A. SEWELL,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,695,695,2021,1
S001185,2021 HON. TERRI A. SEWELL,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,231469.11,231469.11,2021,1
S001185,2021 HON. TERRI A. SEWELL,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,12183.69,12183.69,2021,1
S001185,2021 HON. TERRI A. SEWELL,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,26048.89,26048.89,2021,1
S001185,2021 HON. TERRI A. SEWELL,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,1414.5,1414.5,2021,1
S001185,2021 HON. TERRI A. SEWELL,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,12521.91,12521.91,2021,1
S001185,2021 HON. TERRI A. SEWELL,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,4954.98,4954.98,2021,1
S001185,2021 HON. TERRI A. SEWELL,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,5152.14,5152.14,2021,1
S001185,2021 HON. TERRI A. SEWELL,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,294440.22,294440.22,2021,1
S001185,2021 HON. TERRI A. SEWELL,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,294440.22,294440.22,2021,1
S000344,2021 HON. BRAD SHERMAN,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,1.6,1.6,2021,1
S000344,2021 HON. BRAD SHERMAN,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,284675.78,284675.78,2021,1
S000344,2021 HON. BRAD SHERMAN,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,23.93,23.93,2021,1
S000344,2021 HON. BRAD SHERMAN,OFFICIAL EXPENSES OF MEMBERS,TRANSPORTATION OF THINGS,15,15,2021,1
S000344,2021 HON. BRAD SHERMAN,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,29724.83,29724.83,2021,1
S000344,2021 HON. BRAD SHERMAN,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,27.03,27.03,2021,1
S000344,2021 HON. BRAD SHERMAN,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,15027.27,15027.27,2021,1
S000344,2021 HON. BRAD SHERMAN,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3604,3604,2021,1
S000344,2021 HON. BRAD SHERMAN,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,651,651,2021,1
S000344,2021 HON. BRAD SHERMAN,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,333750.44,333750.44,2021,1
S000344,2021 HON. BRAD SHERMAN,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,333750.44,333750.44,2021,1
S000344,2021 HON. BRAD SHERMAN,INTERN ALLOWANCES,PERSONNEL COMPENSATION,3766.67,3766.67,2021,1
S000344,2021 HON. BRAD SHERMAN,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,3766.67,3766.67,2021,1
S000344,2021 HON. BRAD SHERMAN,INTERN ALLOWANCES,OFFICE TOTALS:,3766.67,3766.67,2021,1
S001207,2021 HON. MIKIE SHERRILL,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,74.25,74.25,2021,1
S001207,2021 HON. MIKIE SHERRILL,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,270289.64,270289.64,2021,1
S001207,2021 HON. MIKIE SHERRILL,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,19408.26,19408.26,2021,1
S001207,2021 HON. MIKIE SHERRILL,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,260,260,2021,1
S001207,2021 HON. MIKIE SHERRILL,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,10635,10635,2021,1
S001207,2021 HON. MIKIE SHERRILL,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2124.37,2124.37,2021,1
S001207,2021 HON. MIKIE SHERRILL,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,2005,2005,2021,1
S001207,2021 HON. MIKIE SHERRILL,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,304796.52,304796.52,2021,1
S001207,2021 HON. MIKIE SHERRILL,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,304796.52,304796.52,2021,1
S001207,2021 HON. MIKIE SHERRILL,INTERN ALLOWANCES,PERSONNEL COMPENSATION,7412.77,7412.77,2021,1
S001207,2021 HON. MIKIE SHERRILL,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,7412.77,7412.77,2021,1
S001207,2021 HON. MIKIE SHERRILL,INTERN ALLOWANCES,OFFICE TOTALS:,7412.77,7412.77,2021,1
S000364,2021 HON. JOHN SHIMKUS,INTERN ALLOWANCES,PERSONNEL COMPENSATION,120,120,2021,1
S000364,2021 HON. JOHN SHIMKUS,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,120,120,2021,1
S000364,2021 HON. JOHN SHIMKUS,INTERN ALLOWANCES,OFFICE TOTALS:,120,120,2021,1
S001148,2021 HON. MICHAEL K. SIMPSON,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,206.23,206.23,2021,1
S001148,2021 HON. MICHAEL K. SIMPSON,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,281107.65,281107.65,2021,1
S001148,2021 HON. MICHAEL K. SIMPSON,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,14874.8,14874.8,2021,1
S001148,2021 HON. MICHAEL K. SIMPSON,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,23520.3,23520.3,2021,1
S001148,2021 HON. MICHAEL K. SIMPSON,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,15937.6,15937.6,2021,1
S001148,2021 HON. MICHAEL K. SIMPSON,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,7879,7879,2021,1
S001148,2021 HON. MICHAEL K. SIMPSON,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,4372.04,4372.04,2021,1
S001148,2021 HON. MICHAEL K. SIMPSON,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,18789.44,18789.44,2021,1
S001148,2021 HON. MICHAEL K. SIMPSON,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,366687.06,366687.06,2021,1
S001148,2021 HON. MICHAEL K. SIMPSON,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,366687.06,366687.06,2021,1
S001148,2021 HON. MICHAEL K. SIMPSON,INTERN ALLOWANCES,PERSONNEL COMPENSATION,1200,1200,2021,1
S001148,2021 HON. MICHAEL K. SIMPSON,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,1200,1200,2021,1
S001148,2021 HON. MICHAEL K. SIMPSON,INTERN ALLOWANCES,OFFICE TOTALS:,1200,1200,2021,1
S001165,2021 HON. ALBIO SIRES,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,1143.65,1143.65,2021,1
