BIOGUIDE_ID,OFFICE,PROGRAM,CATEGORY,YTD,AMOUNT,YEAR,QUARTER
S001207,2021 HON. MIKIE SHERRILL,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,920090.68,307143.83,2021,3
S001207,2021 HON. MIKIE SHERRILL,INTERN ALLOWANCES,PERSONNEL COMPENSATION,19036.65,5016.67,2021,3
S001207,2021 HON. MIKIE SHERRILL,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,19036.65,5016.67,2021,3
S001207,2021 HON. MIKIE SHERRILL,INTERN ALLOWANCES,OFFICE TOTALS:,19036.65,5016.67,2021,3
S000364,2021 HON. JOHN SHIMKUS,INTERN ALLOWANCES,PERSONNEL COMPENSATION,120,0,2021,3
S000364,2021 HON. JOHN SHIMKUS,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,120,0,2021,3
S000364,2021 HON. JOHN SHIMKUS,INTERN ALLOWANCES,OFFICE TOTALS:,120,0,2021,3
S001148,2021 HON. MICHAEL K. SIMPSON,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,21703.39,429.6,2021,3
S001148,2021 HON. MICHAEL K. SIMPSON,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,865575.15,290575.43,2021,3
S001148,2021 HON. MICHAEL K. SIMPSON,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,55716.55,22884.33,2021,3
S001148,2021 HON. MICHAEL K. SIMPSON,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,76179.47,25951.06,2021,3
S001148,2021 HON. MICHAEL K. SIMPSON,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,16235.51,50.52,2021,3
S001148,2021 HON. MICHAEL K. SIMPSON,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,21449,6735,2021,3
S001148,2021 HON. MICHAEL K. SIMPSON,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,10279.55,1386.31,2021,3
S001148,2021 HON. MICHAEL K. SIMPSON,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,19849.25,353.76,2021,3
S001148,2021 HON. MICHAEL K. SIMPSON,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,1086987.87,348366.01,2021,3
S001148,2021 HON. MICHAEL K. SIMPSON,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,1086987.87,348366.01,2021,3
S001148,2021 HON. MICHAEL K. SIMPSON,INTERN ALLOWANCES,PERSONNEL COMPENSATION,11466.67,6333.34,2021,3
S001148,2021 HON. MICHAEL K. SIMPSON,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,11466.67,6333.34,2021,3
S001148,2021 HON. MICHAEL K. SIMPSON,INTERN ALLOWANCES,OFFICE TOTALS:,11466.67,6333.34,2021,3
S001165,2021 HON. ALBIO SIRES,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,1228.92,-7,2021,3
S001165,2021 HON. ALBIO SIRES,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,894517.76,330711.75,2021,3
S001165,2021 HON. ALBIO SIRES,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,8191.87,2674.6,2021,3
S001165,2021 HON. ALBIO SIRES,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,53735.71,18126.99,2021,3
S001165,2021 HON. ALBIO SIRES,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,161,0,2021,3
S001165,2021 HON. ALBIO SIRES,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,34975,11775,2021,3
S001165,2021 HON. ALBIO SIRES,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,5981.4,1474.34,2021,3
S001165,2021 HON. ALBIO SIRES,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,5975.75,696,2021,3
S001165,2021 HON. ALBIO SIRES,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,1004767.41,365451.68,2021,3
S001165,2021 HON. ALBIO SIRES,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,1004767.41,365451.68,2021,3
S001208,2021 HON. ELISSA SLOTKIN,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,817.47,383.15,2021,3
S001208,2021 HON. ELISSA SLOTKIN,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,870228.47,273619.63,2021,3
S001208,2021 HON. ELISSA SLOTKIN,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,13494.57,6079.03,2021,3
S001208,2021 HON. ELISSA SLOTKIN,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,80076.51,29045.06,2021,3
S001208,2021 HON. ELISSA SLOTKIN,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,2036.27,1226.26,2021,3
S001208,2021 HON. ELISSA SLOTKIN,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,35103.26,11056.08,2021,3
S001208,2021 HON. ELISSA SLOTKIN,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,25992.56,3153.81,2021,3
S001208,2021 HON. ELISSA SLOTKIN,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,9620.31,1025.08,2021,3
S001208,2021 HON. ELISSA SLOTKIN,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,1037369.42,325588.1,2021,3
S001208,2021 HON. ELISSA SLOTKIN,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,1037369.42,325588.1,2021,3
S001208,2021 HON. ELISSA SLOTKIN,INTERN ALLOWANCES,PERSONNEL COMPENSATION,24998.65,800,2021,3
S001208,2021 HON. ELISSA SLOTKIN,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,24998.65,800,2021,3
S001208,2021 HON. ELISSA SLOTKIN,INTERN ALLOWANCES,OFFICE TOTALS:,24998.65,800,2021,3
S000510,2021 HON. ADAM SMITH,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,282.58,102.83,2021,3
S000510,2021 HON. ADAM SMITH,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,833330,261412.49,2021,3
S000510,2021 HON. ADAM SMITH,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,13308.1,4587.11,2021,3
S000510,2021 HON. ADAM SMITH,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,63251.08,18612.44,2021,3
S000510,2021 HON. ADAM SMITH,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,396.29,302.29,2021,3
S000510,2021 HON. ADAM SMITH,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,33629.67,10725,2021,3
S000510,2021 HON. ADAM SMITH,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,10964.58,3372.33,2021,3
S000510,2021 HON. ADAM SMITH,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,13039.68,3238.5,2021,3
S000510,2021 HON. ADAM SMITH,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,968201.98,302352.99,2021,3
S000510,2021 HON. ADAM SMITH,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,968201.98,302352.99,2021,3
S000510,2021 HON. ADAM SMITH,INTERN ALLOWANCES,PERSONNEL COMPENSATION,17028,5508,2021,3
S000510,2021 HON. ADAM SMITH,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,17028,5508,2021,3
S000510,2021 HON. ADAM SMITH,INTERN ALLOWANCES,OFFICE TOTALS:,17028,5508,2021,3
S001172,2021 HON. ADRIAN SMITH,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,148.33,149.29,2021,3
S001172,2021 HON. ADRIAN SMITH,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,747548.08,258741.89,2021,3
S001172,2021 HON. ADRIAN SMITH,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,22142.27,14302.16,2021,3
S001172,2021 HON. ADRIAN SMITH,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,57965.12,20728.24,2021,3
S001172,2021 HON. ADRIAN SMITH,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,304.64,0,2021,3
S001172,2021 HON. ADRIAN SMITH,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,34670,10155,2021,3
S001172,2021 HON. ADRIAN SMITH,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,10366.68,2563.38,2021,3
S001172,2021 HON. ADRIAN SMITH,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,2650.5,1003.5,2021,3
S001172,2021 HON. ADRIAN SMITH,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,875795.62,307643.46,2021,3
S001172,2021 HON. ADRIAN SMITH,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,875795.62,307643.46,2021,3
S001172,2021 HON. ADRIAN SMITH,INTERN ALLOWANCES,PERSONNEL COMPENSATION,11170,5770,2021,3
S001172,2021 HON. ADRIAN SMITH,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,11170,5770,2021,3
S001172,2021 HON. ADRIAN SMITH,INTERN ALLOWANCES,OFFICE TOTALS:,11170,5770,2021,3
S000522,2021 HON. CHRISTOPHER H. SMITH,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,1531.1,879.9,2021,3
S000522,2021 HON. CHRISTOPHER H. SMITH,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,831945.65,295236.14,2021,3
S000522,2021 HON. CHRISTOPHER H. SMITH,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,8426.26,2165.11,2021,3
S000522,2021 HON. CHRISTOPHER H. SMITH,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,41220.54,15159.01,2021,3
S000522,2021 HON. CHRISTOPHER H. SMITH,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,588.7,77.02,2021,3
S000522,2021 HON. CHRISTOPHER H. SMITH,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,48608.74,13077.5,2021,3
S000522,2021 HON. CHRISTOPHER H. SMITH,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,14967.49,3942.61,2021,3
S000522,2021 HON. CHRISTOPHER H. SMITH,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,3646.13,423,2021,3
S000522,2021 HON. CHRISTOPHER H. SMITH,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,950934.61,330960.29,2021,3
S000522,2021 HON. CHRISTOPHER H. SMITH,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,950934.61,330960.29,2021,3
S000522,2021 HON. CHRISTOPHER H. SMITH,INTERN ALLOWANCES,PERSONNEL COMPENSATION,14280,4440,2021,3
S000522,2021 HON. CHRISTOPHER H. SMITH,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,14280,4440,2021,3
S000522,2021 HON. CHRISTOPHER H. SMITH,INTERN ALLOWANCES,OFFICE TOTALS:,14280,4440,2021,3
S001195,2021 HON. JASON SMITH,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,1250.68,389.34,2021,3
S001195,2021 HON. JASON SMITH,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,785598.27,258919.41,2021,3
S001195,2021 HON. JASON SMITH,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,29453.68,14708.89,2021,3
S001195,2021 HON. JASON SMITH,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,82151.92,32215.29,2021,3
S001195,2021 HON. JASON SMITH,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,9139.2,2162.96,2021,3
S001195,2021 HON. JASON SMITH,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,39860.02,13927.06,2021,3
S001195,2021 HON. JASON SMITH,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,6712.62,2356.83,2021,3
S001195,2021 HON. JASON SMITH,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,3154.99,2152.99,2021,3
S001195,2021 HON. JASON SMITH,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,957321.38,326832.77,2021,3
S001195,2021 HON. JASON SMITH,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,957321.38,326832.77,2021,3
S001195,2021 HON. JASON SMITH,INTERN ALLOWANCES,PERSONNEL COMPENSATION,14906.66,11056.66,2021,3
S001195,2021 HON. JASON SMITH,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,14906.66,11056.66,2021,3
S001195,2021 HON. JASON SMITH,INTERN ALLOWANCES,OFFICE TOTALS:,14906.66,11056.66,2021,3
S001199,2021 HON. LLOYD SMUCKER,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,2512.35,869.75,2021,3
S001199,2021 HON. LLOYD SMUCKER,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,693883.89,225283.57,2021,3
S001199,2021 HON. LLOYD SMUCKER,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,5871.22,2270.53,2021,3
S001199,2021 HON. LLOYD SMUCKER,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,102677.03,27375.82,2021,3
S001199,2021 HON. LLOYD SMUCKER,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,1805.96,697.14,2021,3
S001199,2021 HON. LLOYD SMUCKER,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,32175,10725,2021,3
S001199,2021 HON. LLOYD SMUCKER,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,14445.02,7300.33,2021,3
S001199,2021 HON. LLOYD SMUCKER,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,5410.63,2266.3,2021,3
S001199,2021 HON. LLOYD SMUCKER,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,858781.1,276788.44,2021,3
S001199,2021 HON. LLOYD SMUCKER,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,858781.1,276788.44,2021,3
S001199,2021 HON. LLOYD SMUCKER,INTERN ALLOWANCES,PERSONNEL COMPENSATION,4540,1120,2021,3
S001199,2021 HON. LLOYD SMUCKER,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,4540,1120,2021,3
S001199,2021 HON. LLOYD SMUCKER,INTERN ALLOWANCES,OFFICE TOTALS:,4540,1120,2021,3
S001200,2021 HON. DARREN SOTO,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,4370.05,3195.59,2021,3
S001200,2021 HON. DARREN SOTO,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,870193.24,283061.07,2021,3
S001200,2021 HON. DARREN SOTO,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,14349.23,6225.53,2021,3
S001200,2021 HON. DARREN SOTO,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,74688.12,29114.32,2021,3
S001200,2021 HON. DARREN SOTO,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,2690.36,799.96,2021,3
S001200,2021 HON. DARREN SOTO,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,33325.85,8489.51,2021,3
S001200,2021 HON. DARREN SOTO,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,13994.26,8902.55,2021,3
S001200,2021 HON. DARREN SOTO,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,7091.31,4055.27,2021,3
S001200,2021 HON. DARREN SOTO,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,1020702.42,343843.8,2021,3
S001200,2021 HON. DARREN SOTO,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,1020702.42,343843.8,2021,3
S001200,2021 HON. DARREN SOTO,INTERN ALLOWANCES,PERSONNEL COMPENSATION,15965.54,5613.33,2021,3
S001200,2021 HON. DARREN SOTO,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,15965.54,5613.33,2021,3
S001200,2021 HON. DARREN SOTO,INTERN ALLOWANCES,OFFICE TOTALS:,15965.54,5613.33,2021,3
S001209,2021 HON. ABIGAIL DAVIS SPANBERGER,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,10897.34,10729.51,2021,3
S001209,2021 HON. ABIGAIL DAVIS SPANBERGER,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,750954.25,262034.79,2021,3
S001209,2021 HON. ABIGAIL DAVIS SPANBERGER,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,4080.93,2430.24,2021,3
S001209,2021 HON. ABIGAIL DAVIS SPANBERGER,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,59770.94,35389,2021,3
S001209,2021 HON. ABIGAIL DAVIS SPANBERGER,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,24483.51,100,2021,3
S001209,2021 HON. ABIGAIL DAVIS SPANBERGER,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,34081,11705,2021,3
S001209,2021 HON. ABIGAIL DAVIS SPANBERGER,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,7524.9,7227.49,2021,3
S001209,2021 HON. ABIGAIL DAVIS SPANBERGER,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,3273.93,1091.31,2021,3
S001209,2021 HON. ABIGAIL DAVIS SPANBERGER,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,895066.8,330707.34,2021,3
S001209,2021 HON. ABIGAIL DAVIS SPANBERGER,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,895066.8,330707.34,2021,3
S001209,2021 HON. ABIGAIL DAVIS SPANBERGER,INTERN ALLOWANCES,PERSONNEL COMPENSATION,14850,4890,2021,3
S001209,2021 HON. ABIGAIL DAVIS SPANBERGER,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,14850,4890,2021,3
S001209,2021 HON. ABIGAIL DAVIS SPANBERGER,INTERN ALLOWANCES,OFFICE TOTALS:,14850,4890,2021,3
S000929,2021 HON. VICTORIA SPARTZ,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,-99.71,40.25,2021,3
S000929,2021 HON. VICTORIA SPARTZ,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,590305.38,225027.8,2021,3
S000929,2021 HON. VICTORIA SPARTZ,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,23234.27,12110.9,2021,3
S000929,2021 HON. VICTORIA SPARTZ,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,43772.65,23696.57,2021,3
S000929,2021 HON. VICTORIA SPARTZ,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,2815.53,1183.85,2021,3
S000929,2021 HON. VICTORIA SPARTZ,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,42310.71,13100.71,2021,3
S000929,2021 HON. VICTORIA SPARTZ,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,12662.73,6065.77,2021,3
S000929,2021 HON. VICTORIA SPARTZ,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,7489.56,2919.32,2021,3
S000929,2021 HON. VICTORIA SPARTZ,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,722491.12,284145.17,2021,3
S000929,2021 HON. VICTORIA SPARTZ,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,722491.12,284145.17,2021,3
S000929,2021 HON. VICTORIA SPARTZ,INTERN ALLOWANCES,PERSONNEL COMPENSATION,8173.33,4173.33,2021,3
S000929,2021 HON. VICTORIA SPARTZ,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,8173.33,4173.33,2021,3
S000929,2021 HON. VICTORIA SPARTZ,INTERN ALLOWANCES,OFFICE TOTALS:,8173.33,4173.33,2021,3
S001175,2021 HON. JACKIE SPEIER,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,89.22,23.84,2021,3
S001175,2021 HON. JACKIE SPEIER,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,868983.22,290094.44,2021,3
S001175,2021 HON. JACKIE SPEIER,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,16105.53,6522.24,2021,3
S001175,2021 HON. JACKIE SPEIER,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,130737.55,39925.31,2021,3
S001175,2021 HON. JACKIE SPEIER,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,1545.28,1177.53,2021,3
S001175,2021 HON. JACKIE SPEIER,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,39575.73,18125.73,2021,3
S001175,2021 HON. JACKIE SPEIER,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,7773.51,2849.65,2021,3
S001175,2021 HON. JACKIE SPEIER,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,14268.86,8329.96,2021,3
S001175,2021 HON. JACKIE SPEIER,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,1079078.9,367048.7,2021,3
S001175,2021 HON. JACKIE SPEIER,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,1079078.9,367048.7,2021,3
S001175,2021 HON. JACKIE SPEIER,INTERN ALLOWANCES,PERSONNEL COMPENSATION,4700,4700,2021,3
S001175,2021 HON. JACKIE SPEIER,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,4700,4700,2021,3
S001175,2021 HON. JACKIE SPEIER,INTERN ALLOWANCES,OFFICE TOTALS:,4700,4700,2021,3
S001218,2021 HON. MELANIE ANN STANSBURY,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,-68,-33.6,2021,3
S001218,2021 HON. MELANIE ANN STANSBURY,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,264638.34,226836.11,2021,3
S001218,2021 HON. MELANIE ANN STANSBURY,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,17218.39,17218.39,2021,3
S001218,2021 HON. MELANIE ANN STANSBURY,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,6235.65,6235.65,2021,3
S001218,2021 HON. MELANIE ANN STANSBURY,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,2464.18,2464.18,2021,3
S001218,2021 HON. MELANIE ANN STANSBURY,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,4745.36,4745.36,2021,3
S001218,2021 HON. MELANIE ANN STANSBURY,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,4087.62,4042.08,2021,3
S001218,2021 HON. MELANIE ANN STANSBURY,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,4096.12,3796.12,2021,3
S001218,2021 HON. MELANIE ANN STANSBURY,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,303417.66,265304.29,2021,3
S001218,2021 HON. MELANIE ANN STANSBURY,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,303417.66,265304.29,2021,3
S001218,2021 HON. MELANIE ANN STANSBURY,INTERN ALLOWANCES,PERSONNEL COMPENSATION,4921.66,4921.66,2021,3
S001218,2021 HON. MELANIE ANN STANSBURY,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,4921.66,4921.66,2021,3
S001218,2021 HON. MELANIE ANN STANSBURY,INTERN ALLOWANCES,OFFICE TOTALS:,4921.66,4921.66,2021,3
S001211,2021 HON. GREG STANTON,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,337.74,133.86,2021,3
S001211,2021 HON. GREG STANTON,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,731242.24,235741.69,2021,3
S001211,2021 HON. GREG STANTON,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,20908.32,9346.96,2021,3
S001211,2021 HON. GREG STANTON,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,61420.06,21774.01,2021,3
S001211,2021 HON. GREG STANTON,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,3456.74,2661.06,2021,3
S001211,2021 HON. GREG STANTON,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,35397,16037,2021,3
S001211,2021 HON. GREG STANTON,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,11434.73,5387.18,2021,3
S001211,2021 HON. GREG STANTON,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,7733.35,1577.8,2021,3
S001211,2021 HON. GREG STANTON,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,871930.18,292659.56,2021,3
S001211,2021 HON. GREG STANTON,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,871930.18,292659.56,2021,3
S001211,2021 HON. GREG STANTON,INTERN ALLOWANCES,PERSONNEL COMPENSATION,17449.99,6550,2021,3
S001211,2021 HON. GREG STANTON,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,17449.99,6550,2021,3
S001211,2021 HON. GREG STANTON,INTERN ALLOWANCES,OFFICE TOTALS:,17449.99,6550,2021,3
S001212,2021 HON. PETE STAUBER,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,47806.12,32466.5,2021,3
S001212,2021 HON. PETE STAUBER,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,662647.47,232700.73,2021,3
S001212,2021 HON. PETE STAUBER,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,47548.66,30712.61,2021,3
S001212,2021 HON. PETE STAUBER,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,72514.6,25379.04,2021,3
S001212,2021 HON. PETE STAUBER,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,58234.07,34441.82,2021,3
S001212,2021 HON. PETE STAUBER,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,31589.42,10389.16,2021,3
S001212,2021 HON. PETE STAUBER,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,16467.04,3685.16,2021,3
S001212,2021 HON. PETE STAUBER,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,62.1,0,2021,3
S001212,2021 HON. PETE STAUBER,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,936869.48,369775.02,2021,3
S001212,2021 HON. PETE STAUBER,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,936869.48,369775.02,2021,3
S001212,2021 HON. PETE STAUBER,INTERN ALLOWANCES,PERSONNEL COMPENSATION,20712.76,9399.99,2021,3
