BIOGUIDE_ID,OFFICE,PROGRAM,CATEGORY,YTD,AMOUNT
T000472,2020 HON. MARK TAKANO,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,3244.57,0
T000472,2020 HON. MARK TAKANO,INTERN ALLOWANCES,OFFICE TOTALS:,3244.57,0
T000479,2020 HON. VAN TAYLOR,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,77248.6,11408.9
T000479,2020 HON. VAN TAYLOR,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,1023067.63,311411
T000479,2020 HON. VAN TAYLOR,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,17542.94,7252.03
T000479,2020 HON. VAN TAYLOR,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,74437.4,21266.31
T000479,2020 HON. VAN TAYLOR,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,88032.03,19671.94
T000479,2020 HON. VAN TAYLOR,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,263.75,50
T000479,2020 HON. VAN TAYLOR,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,33870.97,26721.25
T000479,2020 HON. VAN TAYLOR,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,16816.67,6627.87
T000479,2020 HON. VAN TAYLOR,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,1331279.99,404409.3
T000479,2020 HON. VAN TAYLOR,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,1331279.99,404409.3
T000479,2020 HON. VAN TAYLOR,INTERN ALLOWANCES,PERSONNEL COMPENSATION,4000,0
T000479,2020 HON. VAN TAYLOR,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,4000,0
T000479,2020 HON. VAN TAYLOR,INTERN ALLOWANCES,OFFICE TOTALS:,4000,0
T000193,2020 HON. BENNIE G. THOMPSON,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,2887.58,1340.25
T000193,2020 HON. BENNIE G. THOMPSON,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,907775.81,249909.6
T000193,2020 HON. BENNIE G. THOMPSON,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,35547.16,9426.04
T000193,2020 HON. BENNIE G. THOMPSON,OFFICIAL EXPENSES OF MEMBERS,TRANSPORTATION OF THINGS,334.9,0
T000193,2020 HON. BENNIE G. THOMPSON,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,77343.23,31117.56
T000193,2020 HON. BENNIE G. THOMPSON,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,3758.4,1729.29
T000193,2020 HON. BENNIE G. THOMPSON,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,61375.7,22667
T000193,2020 HON. BENNIE G. THOMPSON,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,46065.34,22931.25
T000193,2020 HON. BENNIE G. THOMPSON,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,14885.28,4213.07
T000193,2020 HON. BENNIE G. THOMPSON,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,1149973.4,343334.06
T000193,2020 HON. BENNIE G. THOMPSON,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,1149973.4,343334.06
T000193,2020 HON. BENNIE G. THOMPSON,INTERN ALLOWANCES,PERSONNEL COMPENSATION,21600,9120
T000193,2020 HON. BENNIE G. THOMPSON,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,21600,9120
T000193,2020 HON. BENNIE G. THOMPSON,INTERN ALLOWANCES,OFFICE TOTALS:,21600,9120
T000467,2020 HON. GLENN THOMPSON,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,2533.32,819.08
T000467,2020 HON. GLENN THOMPSON,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,1169413.18,347918.75
T000467,2020 HON. GLENN THOMPSON,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,23081.43,7835.25
T000467,2020 HON. GLENN THOMPSON,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,62381.86,15026
T000467,2020 HON. GLENN THOMPSON,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,383.84,0
T000467,2020 HON. GLENN THOMPSON,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,27971.38,6030
T000467,2020 HON. GLENN THOMPSON,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,7275.08,3089.27
T000467,2020 HON. GLENN THOMPSON,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,6658.14,1491
T000467,2020 HON. GLENN THOMPSON,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,1299698.23,382209.35
T000467,2020 HON. GLENN THOMPSON,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,1299698.23,382209.35
T000460,2020 HON. MIKE THOMPSON,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,1392.68,332.9
T000460,2020 HON. MIKE THOMPSON,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,1251219.64,345998.44
T000460,2020 HON. MIKE THOMPSON,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,31657.36,2973.64
T000460,2020 HON. MIKE THOMPSON,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,82043,19717.51
T000460,2020 HON. MIKE THOMPSON,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,4876.72,292.17
T000460,2020 HON. MIKE THOMPSON,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,42776.31,10721.31
T000460,2020 HON. MIKE THOMPSON,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,11453.07,2036.82
T000460,2020 HON. MIKE THOMPSON,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,13596.22,643.98
T000460,2020 HON. MIKE THOMPSON,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,1439015,382716.77
T000460,2020 HON. MIKE THOMPSON,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,1439015,382716.77
T000460,2020 HON. MIKE THOMPSON,INTERN ALLOWANCES,PERSONNEL COMPENSATION,24999.99,9021.08
T000460,2020 HON. MIKE THOMPSON,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,24999.99,9021.08
T000460,2020 HON. MIKE THOMPSON,INTERN ALLOWANCES,OFFICE TOTALS:,24999.99,9021.08
T000238,2020 HON. MAC THORNBERRY,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,1376.93,348.71
T000238,2020 HON. MAC THORNBERRY,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,1122056.18,315738.23
T000238,2020 HON. MAC THORNBERRY,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,38057.2,9520.18
T000238,2020 HON. MAC THORNBERRY,OFFICIAL EXPENSES OF MEMBERS,TRANSPORTATION OF THINGS,29.9,29.9
T000238,2020 HON. MAC THORNBERRY,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,58535,16394.71
T000238,2020 HON. MAC THORNBERRY,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,3214.5,2199.97
T000238,2020 HON. MAC THORNBERRY,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,25743.26,13961.92
T000238,2020 HON. MAC THORNBERRY,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,13117.99,5522.94
T000238,2020 HON. MAC THORNBERRY,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,5940.6,747
T000238,2020 HON. MAC THORNBERRY,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,1268071.56,364463.56
T000238,2020 HON. MAC THORNBERRY,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,1268071.56,364463.56
T000238,2020 HON. MAC THORNBERRY,INTERN ALLOWANCES,PERSONNEL COMPENSATION,5814.67,0
T000238,2020 HON. MAC THORNBERRY,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,5814.67,0
T000238,2020 HON. MAC THORNBERRY,INTERN ALLOWANCES,OFFICE TOTALS:,5814.67,0
T000165,2020 HON. THOMAS P. TIFFANY,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,18125.87,469.51
T000165,2020 HON. THOMAS P. TIFFANY,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,583168.34,269450.01
T000165,2020 HON. THOMAS P. TIFFANY,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,40895.7,21387.15
T000165,2020 HON. THOMAS P. TIFFANY,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,44339.75,30792.55
T000165,2020 HON. THOMAS P. TIFFANY,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,50880.51,35495.5
T000165,2020 HON. THOMAS P. TIFFANY,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,28075.75,9285
T000165,2020 HON. THOMAS P. TIFFANY,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,6339.67,3637.03
T000165,2020 HON. THOMAS P. TIFFANY,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,19096.78,7635.98
T000165,2020 HON. THOMAS P. TIFFANY,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,790922.37,378152.73
T000165,2020 HON. THOMAS P. TIFFANY,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,790922.37,378152.73
T000165,2020 HON. THOMAS P. TIFFANY,INTERN ALLOWANCES,PERSONNEL COMPENSATION,1733.33,-66.67
T000165,2020 HON. THOMAS P. TIFFANY,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,1733.33,-66.67
T000165,2020 HON. THOMAS P. TIFFANY,INTERN ALLOWANCES,OFFICE TOTALS:,1733.33,-66.67
T000480,2020 HON. WILLIAM R. TIMMONS IV,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,42159.22,6726.62
T000480,2020 HON. WILLIAM R. TIMMONS IV,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,895296.95,274912.47
T000480,2020 HON. WILLIAM R. TIMMONS IV,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,27547.07,10797.5
T000480,2020 HON. WILLIAM R. TIMMONS IV,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,64412.96,19919.32
T000480,2020 HON. WILLIAM R. TIMMONS IV,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,136781.88,1078.72
T000480,2020 HON. WILLIAM R. TIMMONS IV,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,17508.5,6700
T000480,2020 HON. WILLIAM R. TIMMONS IV,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,29921.63,17542.42
T000480,2020 HON. WILLIAM R. TIMMONS IV,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,8845.51,830.01
T000480,2020 HON. WILLIAM R. TIMMONS IV,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,1222473.72,338507.06
T000480,2020 HON. WILLIAM R. TIMMONS IV,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,1222473.72,338507.06
T000480,2020 HON. WILLIAM R. TIMMONS IV,INTERN ALLOWANCES,PERSONNEL COMPENSATION,11700.01,1920
T000480,2020 HON. WILLIAM R. TIMMONS IV,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,11700.01,1920
T000480,2020 HON. WILLIAM R. TIMMONS IV,INTERN ALLOWANCES,OFFICE TOTALS:,11700.01,1920
T000470,2020 HON. SCOTT R. TIPTON,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,25993.55,1030.12
T000470,2020 HON. SCOTT R. TIPTON,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,1176180.46,355964.2
T000470,2020 HON. SCOTT R. TIPTON,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,27615.76,5722.98
T000470,2020 HON. SCOTT R. TIPTON,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,75207.52,20030.12
T000470,2020 HON. SCOTT R. TIPTON,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,26889.17,173.37
T000470,2020 HON. SCOTT R. TIPTON,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,41340.15,10479.15
T000470,2020 HON. SCOTT R. TIPTON,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3490.63,426.7
T000470,2020 HON. SCOTT R. TIPTON,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,2429.4,391.5
T000470,2020 HON. SCOTT R. TIPTON,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,1379146.64,394218.14
T000470,2020 HON. SCOTT R. TIPTON,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,1379146.64,394218.14
T000470,2020 HON. SCOTT R. TIPTON,INTERN ALLOWANCES,PERSONNEL COMPENSATION,7861.13,0
T000470,2020 HON. SCOTT R. TIPTON,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,7861.13,0
T000470,2020 HON. SCOTT R. TIPTON,INTERN ALLOWANCES,OFFICE TOTALS:,7861.13,0
T000468,2020 HON. DINA TITUS,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,84070.3,85.7
T000468,2020 HON. DINA TITUS,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,962775.21,267613.96
T000468,2020 HON. DINA TITUS,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,24690.58,3611.29
T000468,2020 HON. DINA TITUS,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,22242.13,5164.89
T000468,2020 HON. DINA TITUS,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,98289.11,4.32
T000468,2020 HON. DINA TITUS,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,2790,1500
T000468,2020 HON. DINA TITUS,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,40876.13,31894.77
T000468,2020 HON. DINA TITUS,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,2381.68,588
T000468,2020 HON. DINA TITUS,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,1238115.14,310462.93
T000468,2020 HON. DINA TITUS,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,1238115.14,310462.93
T000468,2020 HON. DINA TITUS,INTERN ALLOWANCES,PERSONNEL COMPENSATION,8720,0
T000468,2020 HON. DINA TITUS,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,8720,0
T000468,2020 HON. DINA TITUS,INTERN ALLOWANCES,OFFICE TOTALS:,8720,0
T000481,2020 HON. RASHIDA TLAIB,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,58447.77,72.51
T000481,2020 HON. RASHIDA TLAIB,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,1072995.61,320910.36
T000481,2020 HON. RASHIDA TLAIB,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,12145.32,1864.38
T000481,2020 HON. RASHIDA TLAIB,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,115401.58,22489.19
T000481,2020 HON. RASHIDA TLAIB,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,42404.09,1297.7
T000481,2020 HON. RASHIDA TLAIB,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,42573.27,10336
T000481,2020 HON. RASHIDA TLAIB,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,36696.24,28655.62
T000481,2020 HON. RASHIDA TLAIB,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,23967.47,1462.99
T000481,2020 HON. RASHIDA TLAIB,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,1404631.35,387088.75
T000481,2020 HON. RASHIDA TLAIB,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,1404631.35,387088.75
T000481,2020 HON. RASHIDA TLAIB,INTERN ALLOWANCES,PERSONNEL COMPENSATION,14785.33,0
T000481,2020 HON. RASHIDA TLAIB,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,14785.33,0
T000481,2020 HON. RASHIDA TLAIB,INTERN ALLOWANCES,OFFICE TOTALS:,14785.33,0
T000469,2020 HON. PAUL TONKO,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,5051.39,120.58
T000469,2020 HON. PAUL TONKO,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,1162509.62,382663.48
T000469,2020 HON. PAUL TONKO,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,8855.24,1829.24
T000469,2020 HON. PAUL TONKO,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,77731.42,21818.16
T000469,2020 HON. PAUL TONKO,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,9980.18,0
T000469,2020 HON. PAUL TONKO,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,27342.08,7380
T000469,2020 HON. PAUL TONKO,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,8134.99,5056.24
T000469,2020 HON. PAUL TONKO,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,11619.71,2574.8
T000469,2020 HON. PAUL TONKO,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,1311224.63,421442.5
T000469,2020 HON. PAUL TONKO,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,1311224.63,421442.5
T000469,2020 HON. PAUL TONKO,INTERN ALLOWANCES,PERSONNEL COMPENSATION,24907.02,6915
T000469,2020 HON. PAUL TONKO,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,24907.02,6915
T000469,2020 HON. PAUL TONKO,INTERN ALLOWANCES,OFFICE TOTALS:,24907.02,6915
T000484,2020 HON. XOCHITL TORRES SMALL,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,118103.88,2616.56
T000484,2020 HON. XOCHITL TORRES SMALL,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,878749.09,275298.61
T000484,2020 HON. XOCHITL TORRES SMALL,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,31430.97,6909.85
T000484,2020 HON. XOCHITL TORRES SMALL,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,51790.49,10589.08
T000484,2020 HON. XOCHITL TORRES SMALL,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,113864.17,8057.3
T000484,2020 HON. XOCHITL TORRES SMALL,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,409.57,14.36
T000484,2020 HON. XOCHITL TORRES SMALL,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3946.61,945.72
T000484,2020 HON. XOCHITL TORRES SMALL,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,9686.13,1308.88
T000484,2020 HON. XOCHITL TORRES SMALL,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,1207980.91,305740.36
T000484,2020 HON. XOCHITL TORRES SMALL,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,1207980.91,305740.36
T000484,2020 HON. XOCHITL TORRES SMALL,INTERN ALLOWANCES,PERSONNEL COMPENSATION,23876.67,13620
T000484,2020 HON. XOCHITL TORRES SMALL,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,23876.67,13620
T000484,2020 HON. XOCHITL TORRES SMALL,INTERN ALLOWANCES,OFFICE TOTALS:,23876.67,13620
T000474,2020 HON. NORMA J. TORRES,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,25368.42,323.85
T000474,2020 HON. NORMA J. TORRES,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,915257.67,272217.83
T000474,2020 HON. NORMA J. TORRES,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,33264.83,3412.1
T000474,2020 HON. NORMA J. TORRES,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,109018,27973.6
T000474,2020 HON. NORMA J. TORRES,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,36280.14,0
T000474,2020 HON. NORMA J. TORRES,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,22020,5505
T000474,2020 HON. NORMA J. TORRES,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,24572.2,13279.46
T000474,2020 HON. NORMA J. TORRES,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,7349.99,2906.99
T000474,2020 HON. NORMA J. TORRES,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,1173131.25,325618.83
T000474,2020 HON. NORMA J. TORRES,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,1173131.25,325618.83
T000474,2020 HON. NORMA J. TORRES,INTERN ALLOWANCES,PERSONNEL COMPENSATION,6540,2580
T000474,2020 HON. NORMA J. TORRES,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,6540,2580
T000474,2020 HON. NORMA J. TORRES,INTERN ALLOWANCES,OFFICE TOTALS:,6540,2580
T000482,2020 HON. LORI TRAHAN,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,20153.48,267.04
T000482,2020 HON. LORI TRAHAN,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,1055285.23,313143.31
T000482,2020 HON. LORI TRAHAN,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,8628.15,688.7
T000482,2020 HON. LORI TRAHAN,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,82256.63,20196.8
T000482,2020 HON. LORI TRAHAN,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,22989.54,1076.5
T000482,2020 HON. LORI TRAHAN,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,51655,13900
T000482,2020 HON. LORI TRAHAN,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,54876.49,35672.12
T000482,2020 HON. LORI TRAHAN,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,13395.81,6103.98
T000482,2020 HON. LORI TRAHAN,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,1309240.33,391048.45
T000482,2020 HON. LORI TRAHAN,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,1309240.33,391048.45
T000482,2020 HON. LORI TRAHAN,INTERN ALLOWANCES,PERSONNEL COMPENSATION,25000,0
T000482,2020 HON. LORI TRAHAN,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,25000,0
T000482,2020 HON. LORI TRAHAN,INTERN ALLOWANCES,OFFICE TOTALS:,25000,0
T000483,2020 HON. DAVID J. TRONE,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,702.52,338.19
T000483,2020 HON. DAVID J. TRONE,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,1163273.27,347873.34
T000483,2020 HON. DAVID J. TRONE,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,7080.98,1356.65
T000483,2020 HON. DAVID J. TRONE,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,84900.89,15653.76
T000483,2020 HON. DAVID J. TRONE,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,6609.45,3921
T000483,2020 HON. DAVID J. TRONE,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,31083.07,15562.5
T000483,2020 HON. DAVID J. TRONE,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,39296.04,25092.82
T000483,2020 HON. DAVID J. TRONE,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,38636.99,12125.19
T000483,2020 HON. DAVID J. TRONE,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,1371583.21,421923.45
T000483,2020 HON. DAVID J. TRONE,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,1371583.21,421923.45
T000483,2020 HON. DAVID J. TRONE,INTERN ALLOWANCES,PERSONNEL COMPENSATION,19840.61,4770.23
T000483,2020 HON. DAVID J. TRONE,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,19840.61,4770.23
T000483,2020 HON. DAVID J. TRONE,INTERN ALLOWANCES,OFFICE TOTALS:,19840.61,4770.23
T000463,2020 HON. MICHAEL R. TURNER,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,90471.78,799.07
T000463,2020 HON. MICHAEL R. TURNER,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,1052965.64,352575.03
T000463,2020 HON. MICHAEL R. TURNER,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,25718.36,8453.31
T000463,2020 HON. MICHAEL R. TURNER,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,71558.8,18983.69
T000463,2020 HON. MICHAEL R. TURNER,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,81097.72,2224.75
T000463,2020 HON. MICHAEL R. TURNER,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,6146.53,5685
T000463,2020 HON. MICHAEL R. TURNER,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,28509.73,24378.23
T000463,2020 HON. MICHAEL R. TURNER,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,9180.03,3511.8
T000463,2020 HON. MICHAEL R. TURNER,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,1365648.59,416610.88
T000463,2020 HON. MICHAEL R. TURNER,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,1365648.59,416610.88
T000463,2020 HON. MICHAEL R. TURNER,INTERN ALLOWANCES,PERSONNEL COMPENSATION,8092,64
T000463,2020 HON. MICHAEL R. TURNER,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,8092,64
T000463,2020 HON. MICHAEL R. TURNER,INTERN ALLOWANCES,OFFICE TOTALS:,8092,64
U000040,2020 HON. LAUREN UNDERWOOD,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,40496.98,105.27
U000040,2020 HON. LAUREN UNDERWOOD,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,1171559.69,380799.3
U000040,2020 HON. LAUREN UNDERWOOD,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,14591.45,4292.24
