BIOGUIDE_ID,OFFICE,PROGRAM,CATEGORY,YTD,AMOUNT
S001172,2020 HON. ADRIAN SMITH,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,21695.77,16785.37
S001172,2020 HON. ADRIAN SMITH,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,384.75,121.2
S001172,2020 HON. ADRIAN SMITH,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,976,976
S001172,2020 HON. ADRIAN SMITH,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,8551.79,2198.27
S001172,2020 HON. ADRIAN SMITH,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,1575,787.5
S001172,2020 HON. ADRIAN SMITH,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,545954.93,280739.59
S001172,2020 HON. ADRIAN SMITH,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,545954.93,280739.59
S001172,2020 HON. ADRIAN SMITH,INTERN ALLOWANCES,PERSONNEL COMPENSATION,2717.36,0
S001172,2020 HON. ADRIAN SMITH,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,2717.36,0
S001172,2020 HON. ADRIAN SMITH,INTERN ALLOWANCES,OFFICE TOTALS:,2717.36,0
S000522,2020 HON. CHRISTOPHER H. SMITH,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,853.03,-28.02
S000522,2020 HON. CHRISTOPHER H. SMITH,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,442738.53,220052.84
S000522,2020 HON. CHRISTOPHER H. SMITH,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,4839.71,3066.81
S000522,2020 HON. CHRISTOPHER H. SMITH,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,24395.04,15396.28
S000522,2020 HON. CHRISTOPHER H. SMITH,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,1327.61,137.9
S000522,2020 HON. CHRISTOPHER H. SMITH,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,19514.75,14941.75
S000522,2020 HON. CHRISTOPHER H. SMITH,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,8082.41,3575.41
S000522,2020 HON. CHRISTOPHER H. SMITH,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,1542,771
S000522,2020 HON. CHRISTOPHER H. SMITH,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,503293.08,257913.97
S000522,2020 HON. CHRISTOPHER H. SMITH,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,503293.08,257913.97
S001195,2020 HON. JASON SMITH,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,7760.66,6145.92
S001195,2020 HON. JASON SMITH,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,471699.14,236724.99
S001195,2020 HON. JASON SMITH,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,7405.49,3152.67
S001195,2020 HON. JASON SMITH,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,53227.52,30193.6
S001195,2020 HON. JASON SMITH,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,7582.71,5148.42
S001195,2020 HON. JASON SMITH,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,25741.81,13410.52
S001195,2020 HON. JASON SMITH,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,10070.69,2067.33
S001195,2020 HON. JASON SMITH,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,1100.37,501
S001195,2020 HON. JASON SMITH,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,584588.39,297344.45
S001195,2020 HON. JASON SMITH,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,584588.39,297344.45
S001195,2020 HON. JASON SMITH,INTERN ALLOWANCES,PERSONNEL COMPENSATION,11373.32,4466.67
S001195,2020 HON. JASON SMITH,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,11373.32,4466.67
S001195,2020 HON. JASON SMITH,INTERN ALLOWANCES,OFFICE TOTALS:,11373.32,4466.67
S001199,2020 HON. LLOYD SMUCKER,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,1907.45,418.04
S001199,2020 HON. LLOYD SMUCKER,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,411549.86,214261.01
S001199,2020 HON. LLOYD SMUCKER,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3399.52,443.63
S001199,2020 HON. LLOYD SMUCKER,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,28613.4,14689.29
S001199,2020 HON. LLOYD SMUCKER,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,15176.75,0
S001199,2020 HON. LLOYD SMUCKER,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,25618,10647
S001199,2020 HON. LLOYD SMUCKER,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,10290.41,7585.15
S001199,2020 HON. LLOYD SMUCKER,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,10344.46,9564.46
S001199,2020 HON. LLOYD SMUCKER,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,506899.85,257608.58
S001199,2020 HON. LLOYD SMUCKER,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,506899.85,257608.58
S001199,2020 HON. LLOYD SMUCKER,INTERN ALLOWANCES,PERSONNEL COMPENSATION,1080,0
S001199,2020 HON. LLOYD SMUCKER,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,1080,0
S001199,2020 HON. LLOYD SMUCKER,INTERN ALLOWANCES,OFFICE TOTALS:,1080,0
S001200,2020 HON. DARREN SOTO,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,881.87,231.63
S001200,2020 HON. DARREN SOTO,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,560887.93,305122.94
S001200,2020 HON. DARREN SOTO,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,14097.31,4922.38
S001200,2020 HON. DARREN SOTO,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,54781.39,32983.12
S001200,2020 HON. DARREN SOTO,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,24141.53,23983.13
S001200,2020 HON. DARREN SOTO,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,12656,6257
S001200,2020 HON. DARREN SOTO,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,5494.63,3017.17
S001200,2020 HON. DARREN SOTO,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,6003.75,4770.75
S001200,2020 HON. DARREN SOTO,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,678944.41,381288.12
S001200,2020 HON. DARREN SOTO,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,678944.41,381288.12
S001200,2020 HON. DARREN SOTO,INTERN ALLOWANCES,PERSONNEL COMPENSATION,12880,8500
S001200,2020 HON. DARREN SOTO,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,12880,8500
S001200,2020 HON. DARREN SOTO,INTERN ALLOWANCES,OFFICE TOTALS:,12880,8500
S001209,2020 HON. ABIGAIL DAVIS SPANBERGER,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,4747.92,4635.08
S001209,2020 HON. ABIGAIL DAVIS SPANBERGER,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,459918.04,236337.47
S001209,2020 HON. ABIGAIL DAVIS SPANBERGER,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,2390.98,1917.61
S001209,2020 HON. ABIGAIL DAVIS SPANBERGER,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,48970.32,44122.87
S001209,2020 HON. ABIGAIL DAVIS SPANBERGER,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,13593.71,13503.76
S001209,2020 HON. ABIGAIL DAVIS SPANBERGER,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,2102.78,1376.78
S001209,2020 HON. ABIGAIL DAVIS SPANBERGER,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,8325.35,2097.58
S001209,2020 HON. ABIGAIL DAVIS SPANBERGER,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,2107.74,1053.87
S001209,2020 HON. ABIGAIL DAVIS SPANBERGER,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,542156.84,305045.02
S001209,2020 HON. ABIGAIL DAVIS SPANBERGER,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,542156.84,305045.02
S001209,2020 HON. ABIGAIL DAVIS SPANBERGER,INTERN ALLOWANCES,PERSONNEL COMPENSATION,13547.49,5839.8
S001209,2020 HON. ABIGAIL DAVIS SPANBERGER,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,13547.49,5839.8
S001209,2020 HON. ABIGAIL DAVIS SPANBERGER,INTERN ALLOWANCES,OFFICE TOTALS:,13547.49,5839.8
S001210,2020 HON. ROSS SPANO,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,54323.31,28690.87
S001210,2020 HON. ROSS SPANO,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,493065.5,246902.81
S001210,2020 HON. ROSS SPANO,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,6658.88,1979.14
S001210,2020 HON. ROSS SPANO,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,39278.91,29752.05
S001210,2020 HON. ROSS SPANO,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,192851.01,163217.98
S001210,2020 HON. ROSS SPANO,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,14446.99,8055
S001210,2020 HON. ROSS SPANO,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3189.38,405.42
S001210,2020 HON. ROSS SPANO,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,2015.81,1210.51
S001210,2020 HON. ROSS SPANO,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,805829.79,480213.78
S001210,2020 HON. ROSS SPANO,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,805829.79,480213.78
S001210,2020 HON. ROSS SPANO,INTERN ALLOWANCES,PERSONNEL COMPENSATION,7886.67,2946.67
S001210,2020 HON. ROSS SPANO,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,7886.67,2946.67
S001210,2020 HON. ROSS SPANO,INTERN ALLOWANCES,OFFICE TOTALS:,7886.67,2946.67
S001175,2020 HON. JACKIE SPEIER,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,-167.52,-197.2
S001175,2020 HON. JACKIE SPEIER,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,536938.86,273099.95
S001175,2020 HON. JACKIE SPEIER,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,10815.09,2912.61
S001175,2020 HON. JACKIE SPEIER,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,82495.61,48899.32
S001175,2020 HON. JACKIE SPEIER,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,636.65,79.19
S001175,2020 HON. JACKIE SPEIER,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,24396.57,10506.07
S001175,2020 HON. JACKIE SPEIER,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,4070.15,2440.2
S001175,2020 HON. JACKIE SPEIER,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,3044.99,1266
S001175,2020 HON. JACKIE SPEIER,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,662230.4,339006.14
S001175,2020 HON. JACKIE SPEIER,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,662230.4,339006.14
S001175,2020 HON. JACKIE SPEIER,INTERN ALLOWANCES,PERSONNEL COMPENSATION,8193.32,3346.66
S001175,2020 HON. JACKIE SPEIER,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,8193.32,3346.66
S001175,2020 HON. JACKIE SPEIER,INTERN ALLOWANCES,OFFICE TOTALS:,8193.32,3346.66
S001211,2020 HON. GREG STANTON,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,7985.52,7287.65
S001211,2020 HON. GREG STANTON,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,476402.82,264805.58
S001211,2020 HON. GREG STANTON,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,10553.87,2035.3
S001211,2020 HON. GREG STANTON,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,10276.44,6648.44
S001211,2020 HON. GREG STANTON,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,23357.71,22319.95
S001211,2020 HON. GREG STANTON,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,980,0
S001211,2020 HON. GREG STANTON,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,4845.2,2613.9
S001211,2020 HON. GREG STANTON,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,6515.34,4218.69
S001211,2020 HON. GREG STANTON,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,540916.9,309929.51
S001211,2020 HON. GREG STANTON,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,540916.9,309929.51
S001211,2020 HON. GREG STANTON,INTERN ALLOWANCES,PERSONNEL COMPENSATION,11600,4987.5
S001211,2020 HON. GREG STANTON,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,11600,4987.5
S001211,2020 HON. GREG STANTON,INTERN ALLOWANCES,OFFICE TOTALS:,11600,4987.5
S001212,2020 HON. PETE STAUBER,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,92296.01,47874.72
S001212,2020 HON. PETE STAUBER,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,422415.25,214687.49
S001212,2020 HON. PETE STAUBER,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,10042.17,7003.78
S001212,2020 HON. PETE STAUBER,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,38849.54,26019.41
S001212,2020 HON. PETE STAUBER,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,88079.61,69300.06
S001212,2020 HON. PETE STAUBER,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,286.74,177.05
S001212,2020 HON. PETE STAUBER,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,8708.74,7403.45
S001212,2020 HON. PETE STAUBER,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,1294.98,647.49
S001212,2020 HON. PETE STAUBER,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,661973.04,373113.45
S001212,2020 HON. PETE STAUBER,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,661973.04,373113.45
S001212,2020 HON. PETE STAUBER,INTERN ALLOWANCES,PERSONNEL COMPENSATION,7724.97,2280
S001212,2020 HON. PETE STAUBER,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,7724.97,2280
S001212,2020 HON. PETE STAUBER,INTERN ALLOWANCES,OFFICE TOTALS:,7724.97,2280
S001196,2020 HON. ELISE M. STEFANIK,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,43856.49,41200.89
S001196,2020 HON. ELISE M. STEFANIK,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,419801.77,220836.15
S001196,2020 HON. ELISE M. STEFANIK,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,9294.36,1652.79
S001196,2020 HON. ELISE M. STEFANIK,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,30950.82,18447.63
S001196,2020 HON. ELISE M. STEFANIK,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,71236.37,45155.65
S001196,2020 HON. ELISE M. STEFANIK,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2958.74,782.08
S001196,2020 HON. ELISE M. STEFANIK,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,1428,714
S001196,2020 HON. ELISE M. STEFANIK,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,579526.55,328789.19
S001196,2020 HON. ELISE M. STEFANIK,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,579526.55,328789.19
S001196,2020 HON. ELISE M. STEFANIK,INTERN ALLOWANCES,PERSONNEL COMPENSATION,2680,2200
S001196,2020 HON. ELISE M. STEFANIK,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,2680,2200
S001196,2020 HON. ELISE M. STEFANIK,INTERN ALLOWANCES,OFFICE TOTALS:,2680,2200
S001213,2020 HON. BRYAN STEIL,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,64562.98,55777.78
S001213,2020 HON. BRYAN STEIL,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,433007.07,218857.45
S001213,2020 HON. BRYAN STEIL,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,8563.94,3763.37
S001213,2020 HON. BRYAN STEIL,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,27572.88,18986.91
S001213,2020 HON. BRYAN STEIL,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,51312.89,40796.13
S001213,2020 HON. BRYAN STEIL,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,21184,10547
S001213,2020 HON. BRYAN STEIL,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2052.94,438.3
S001213,2020 HON. BRYAN STEIL,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,942,882
S001213,2020 HON. BRYAN STEIL,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,609198.7,350048.94
S001213,2020 HON. BRYAN STEIL,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,609198.7,350048.94
S001213,2020 HON. BRYAN STEIL,INTERN ALLOWANCES,PERSONNEL COMPENSATION,4872.78,2819.45
S001213,2020 HON. BRYAN STEIL,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,4872.78,2819.45
S001213,2020 HON. BRYAN STEIL,INTERN ALLOWANCES,OFFICE TOTALS:,4872.78,2819.45
S001214,2020 HON. W. GREGORY STEUBE,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,53418.88,46423.4
S001214,2020 HON. W. GREGORY STEUBE,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,441547.45,229847.8
S001214,2020 HON. W. GREGORY STEUBE,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,12623.87,4080.37
S001214,2020 HON. W. GREGORY STEUBE,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,41982.04,29112.55
S001214,2020 HON. W. GREGORY STEUBE,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,45166.1,32660.21
S001214,2020 HON. W. GREGORY STEUBE,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,200,150
S001214,2020 HON. W. GREGORY STEUBE,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,7938.91,6857.5
S001214,2020 HON. W. GREGORY STEUBE,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,6572.22,5389.27
S001214,2020 HON. W. GREGORY STEUBE,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,609449.47,354521.1
S001214,2020 HON. W. GREGORY STEUBE,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,609449.47,354521.1
S001214,2020 HON. W. GREGORY STEUBE,INTERN ALLOWANCES,PERSONNEL COMPENSATION,6871.38,0
S001214,2020 HON. W. GREGORY STEUBE,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,6871.38,0
S001214,2020 HON. W. GREGORY STEUBE,INTERN ALLOWANCES,OFFICE TOTALS:,6871.38,0
S001215,2020 HON. HALEY M. STEVENS,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,8434.56,8234.21
S001215,2020 HON. HALEY M. STEVENS,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,526279.16,267152.77
S001215,2020 HON. HALEY M. STEVENS,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,9633.61,2940.41
S001215,2020 HON. HALEY M. STEVENS,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,54071.04,40872.58
S001215,2020 HON. HALEY M. STEVENS,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,16940.77,15787.27
S001215,2020 HON. HALEY M. STEVENS,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,9548.34,4604.34
S001215,2020 HON. HALEY M. STEVENS,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,5779.96,4551.49
S001215,2020 HON. HALEY M. STEVENS,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,10417.42,8708.35
S001215,2020 HON. HALEY M. STEVENS,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,641104.86,352851.42
S001215,2020 HON. HALEY M. STEVENS,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,641104.86,352851.42
S001215,2020 HON. HALEY M. STEVENS,INTERN ALLOWANCES,PERSONNEL COMPENSATION,10853,5839.83
S001215,2020 HON. HALEY M. STEVENS,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,10853,5839.83
S001215,2020 HON. HALEY M. STEVENS,INTERN ALLOWANCES,OFFICE TOTALS:,10853,5839.83
S001192,2020 HON. CHRIS STEWART,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,13954.22,8939.82
S001192,2020 HON. CHRIS STEWART,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,485670.47,248418.3
S001192,2020 HON. CHRIS STEWART,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,26843.69,8978.22
S001192,2020 HON. CHRIS STEWART,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,50188.64,33754.57
S001192,2020 HON. CHRIS STEWART,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,10390.26,10115.17
S001192,2020 HON. CHRIS STEWART,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,14617.69,7303.17
S001192,2020 HON. CHRIS STEWART,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,7673.16,3459.38
S001192,2020 HON. CHRIS STEWART,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,2760.64,1955.8
S001192,2020 HON. CHRIS STEWART,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,612098.77,322924.43
S001192,2020 HON. CHRIS STEWART,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,612098.77,322924.43
S001192,2020 HON. CHRIS STEWART,INTERN ALLOWANCES,PERSONNEL COMPENSATION,14440,2240
S001192,2020 HON. CHRIS STEWART,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,14440,2240
S001192,2020 HON. CHRIS STEWART,INTERN ALLOWANCES,OFFICE TOTALS:,14440,2240
S001187,2020 HON. STEVE STIVERS,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,2030.63,208.94
S001187,2020 HON. STEVE STIVERS,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,419791.36,217344.75
S001187,2020 HON. STEVE STIVERS,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,14538.02,2607.89
S001187,2020 HON. STEVE STIVERS,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,42401.36,27971.34
S001187,2020 HON. STEVE STIVERS,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,100,100
S001187,2020 HON. STEVE STIVERS,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,22649.18,10310.28
S001187,2020 HON. STEVE STIVERS,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2371.37,-185.84
S001187,2020 HON. STEVE STIVERS,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,3917.5,586.5
S001187,2020 HON. STEVE STIVERS,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,507799.42,258943.86
S001187,2020 HON. STEVE STIVERS,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,507799.42,258943.86
S001187,2020 HON. STEVE STIVERS,INTERN ALLOWANCES,PERSONNEL COMPENSATION,9991.68,5525.01
S001187,2020 HON. STEVE STIVERS,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,9991.68,5525.01
S001187,2020 HON. STEVE STIVERS,INTERN ALLOWANCES,OFFICE TOTALS:,9991.68,5525.01
S001201,2020 HON. THOMAS R SUOZZI,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,31434.8,8761.87
S001201,2020 HON. THOMAS R SUOZZI,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,516821.54,262174.94
S001201,2020 HON. THOMAS R SUOZZI,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,5878.52,2241.87
S001201,2020 HON. THOMAS R SUOZZI,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,25561.86,18123.48
S001201,2020 HON. THOMAS R SUOZZI,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,33604.02,11482.85
S001201,2020 HON. THOMAS R SUOZZI,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,11802.45,5685
S001201,2020 HON. THOMAS R SUOZZI,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3723.15,1645.42
S001201,2020 HON. THOMAS R SUOZZI,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,1366.8,683.4
S001201,2020 HON. THOMAS R SUOZZI,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,630193.14,310798.83
S001201,2020 HON. THOMAS R SUOZZI,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,630193.14,310798.83
S001201,2020 HON. THOMAS R SUOZZI,INTERN ALLOWANCES,PERSONNEL COMPENSATION,4234.99,1048.32
S001201,2020 HON. THOMAS R SUOZZI,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,4234.99,1048.32
S001201,2020 HON. THOMAS R SUOZZI,INTERN ALLOWANCES,OFFICE TOTALS:,4234.99,1048.32
